book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_year,publication_year_flag,average_rating_flag,num_pages_raw,page_length_bucket,media_type_hint,num_pages_capped,ratings_count_raw,ratings_count_capped,text_reviews_count_raw,text_reviews_count_capped,authors_raw,authors_clean,canonical_book_id,is_duplicate
30771,Hellsing  Vol. 03 (Hellsing  #3),Kohta Hirano,4.37,1593072023,9781593072025,en-US,164,4831,63,2004-06-15,Dark Horse Manga,2004,,,164,,,164,4831,4831,63,63,Kohta Hirano,Kohta Hirano,30771,False
30774,Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,4.28,1593072597,9781593072599,eng,208,2596,56,2004-09-21,Dark Horse Manga,2004,,,208,,,208,2596,2596,56,56,Kohta Hirano,Kohta Hirano,30774,False
30786,Verserade tankar,Lennart Hellsing / Fibben Hald,3.0,9177129334,9789177129332,swe,128,1,0,1999-09-01,Alfabeta Bokförlag,1999,,,128,,,128,1,1,0,0,Lennart Hellsing/Fibben Hald,Lennart Hellsing/Fibben Hald,30786,False
30810,Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.78,0618446702,9780618446704,eng,352,5330,353,2004-04-01,Mariner Books,2004,,,352,,,352,5330,5330,353,353,Eric Schlosser,Eric Schlosser,30810,False
30811,Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises,Andrew Heintzman / Evan Solomon / Eric Schlosser,3.48,0887847447,9780887847448,eng,336,2,0,2006-09-20,House of Anansi Press,2006,,,336,,,336,2,2,0,0,Andrew Heintzman/Evan Solomon/Eric Schlosser,Andrew Heintzman/Evan Solomon/Eric Schlosser,30811,False
30812,Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser / Charles Wilson,3.76,0618710310,9780618710317,eng,259,3745,841,2006-05-10,Houghton Mifflin,2006,,,259,,,259,3745,3745,841,841,Eric Schlosser/Charles   Wilson,Eric Schlosser/Charles Wilson,30812,False
30816,Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins / Tim LaHaye / Chris Fabry,4.32,1414302681,9781414302683,eng,384,217,2,2005-02-01,Tyndale House Publishers,2005,,,384,,,384,217,217,2,2,Jerry B. Jenkins/Tim LaHaye/Chris Fabry,Jerry B. Jenkins/Tim LaHaye/Chris Fabry,30816,False
30818,The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye / Jerry B. Jenkins,4.15,1414305818,9781414305813,en-GB,351,2855,114,2007-02-01,Tyndale House Publishers,2007,,,351,,,351,2855,2855,114,114,Tim LaHaye/Jerry B. Jenkins,Tim LaHaye/Jerry B. Jenkins,30818,False
30820,Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye / Jerry B. Jenkins,3.98,0842360611,9780842360616,eng,356,4148,177,2007-04-03,Tyndale House Publishers,2007,,,356,,,356,4148,4148,177,177,Tim LaHaye/Jerry B. Jenkins,Tim LaHaye/Jerry B. Jenkins,30820,False
30821,John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye / Jerry B. Jenkins,3.94,0399153896,9780399153891,eng,310,1144,108,2006-12-01,Putnam Adult,2006,,,310,,,310,1144,1144,108,108,Tim LaHaye/Jerry B. Jenkins,Tim LaHaye/Jerry B. Jenkins,30821,False
30822,Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24,0842384111,9780842384117,eng,368,1532,40,2005-03-01,Tyndale House Publishers,2005,,,368,,,368,1532,1532,40,40,Jerry B. Jenkins,Jerry B. Jenkins,30822,False
30836,Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),Augustine of Hippo,4.67,1569550344,9781569550342,eng,158,6,1,1998-12-31,Servant Publications,1998,,,158,,,158,6,6,1,1,Augustine of Hippo,Augustine of Hippo,30836,False
30851,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous / Philip Boehm / Hans Magnus Enzensberger,4.33,0312426119,9780312426118,eng,261,6232,713,2006-07-11,Picador,2006,,,261,,,261,6232,6232,713,713,Anonymous/Philip Boehm/Hans Magnus Enzensberger,Anonymous/Philip Boehm/Hans Magnus Enzensberger,30851,False
30852,The Woman Warrior,Maxine Hong Kingston,3.73,0679721886,9780679721888,eng,204,21189,1195,1989-04-23,Vintage Books USA,1989,,,204,,,204,21189,21189,1195,1195,Maxine Hong Kingston,Maxine Hong Kingston,30852,False
30855,A Woman in Jerusalem,A.B. Yehoshua / Hillel Halkin,3.43,0151012261,9780151012268,en-US,256,851,132,2006-08-14,Houghton Mifflin Harcourt,2006,,,256,,,256,851,851,132,132,A.B. Yehoshua/Hillel Halkin,A.B. Yehoshua/Hillel Halkin,30855,False
30856,The Kept Woman,Susan Donovan,3.81,0312939507,9780312939502,eng,384,4037,143,2006-06-27,St. Martin's Paperbacks,2006,,,384,,,384,4037,4037,143,143,Susan Donovan,Susan Donovan,30856,False
30859,My Woman His Wife,Anna J.,4.38,0975306626,9780975306628,en-US,260,971,65,2006-09-01,Urban Books,2006,,,260,,,260,971,971,65,65,Anna J.,Anna J.,30859,False
30861,Woman Hollering Creek and Other Stories,Sandra Cisneros,4.04,0679738568,9780679738565,eng,192,8107,379,1992-03-03,Vintage,1992,,,192,,,192,8107,8107,379,379,Sandra Cisneros,Sandra Cisneros,30861,False
30868,The Bean Trees (Greer Family  #1),Barbara Kingsolver,3.97,0812474945,9780812474947,eng,232,120383,5290,1989-03-01,Perfection Learning,1989,,,232,,,232,120383,120383,5290,5290,Barbara Kingsolver,Barbara Kingsolver,30868,False
30889,The Crazyladies of Pearl Street,Trevanian,3.77,1400080371,9781400080373,eng,384,1063,157,2006-06-06,Broadway Books,2006,,,384,,,384,1063,1063,157,157,Trevanian,Trevanian,30889,False
30891,The Summer of Katya,Trevanian,3.99,1400098041,9781400098040,eng,288,2257,116,2005-06-28,Broadway Books,2005,,,288,,,288,2257,2257,116,116,Trevanian,Trevanian,30891,False
30892,The Main,Trevanian,3.86,1400098238,9781400098231,eng,352,920,32,2005-07-26,Broadway Books,2005,,,352,,,352,920,920,32,32,Trevanian,Trevanian,30892,False
30893,The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,1400098025,9781400098026,eng,336,10385,152,2005-05-10,Broadway Books,2005,,,336,,,336,10385,10385,152,152,Trevanian,Trevanian,30893,False
30913,Time to Learn: How to Create High Schools That Serve All Students,George H. Wood / Theodore R. Sizer,3.5,0325008086,9780325008080,en-US,216,8,2,2005-08-01,Heinemann Educational Books,2005,,,216,,,216,8,8,2,2,George H. Wood/Theodore R. Sizer,George H. Wood/Theodore R. Sizer,30913,False
30923,Scoop (Occupational Hazards  #1),Rene Gutteridge,3.61,1400071577,9781400071579,eng,352,460,53,2006-10-10,WaterBrook,2006,,,352,,,352,460,460,53,53,Rene Gutteridge,Rene Gutteridge,30923,False
30933,Brideshead Revisited,Evelyn Waugh,4.0,0316926345,9780316926348,eng,351,79045,3083,1982-01-30,Back Bay Books,1982,,,351,,,351,79045,79045,3083,3083,Evelyn Waugh,Evelyn Waugh,30933,False
30934,Black Mischief,Evelyn Waugh,3.76,0316917338,9780316917339,eng,304,2421,132,2002-08-30,Back Bay Books,2002,,,304,,,304,2421,2421,132,132,Evelyn Waugh,Evelyn Waugh,30934,False
30937,The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,0316926604,9780316926607,eng,640,765,57,2000-09-20,Back Bay Books,2000,,,640,,,640,765,765,57,57,Evelyn Waugh,Evelyn Waugh,30937,False
30938,Helena,Evelyn Waugh / George Weigel / Amy Welborn,3.6,082942122X,9780829421224,eng,264,772,82,2005-03-01,Loyola Classics,2005,,,264,,,264,772,772,82,82,Evelyn Waugh/George Weigel/Amy Welborn,Evelyn Waugh/George Weigel/Amy Welborn,30938,False
30941,Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,3.91,0395511682,9780395511688,eng,48,0,0,1989-04-24,Houghton Mifflin,1989,,,48,,,48,0,0,0,0,Virginia Lee Burton,Virginia Lee Burton,30941,False
30948,The Rise of Christianity,Rodney Stark,4.04,0060677015,9780060677015,eng,272,1363,151,1997-05-09,HarperOne,1997,,,272,,,272,1363,1363,151,151,Rodney Stark,Rodney Stark,30948,False
30949,The Rise of Christianity : A Sociologist Reconsiders History,Rodney Stark,4.04,0691027498,9780691027494,en-US,246,44,5,1996-06-02,Princeton University Press,1996,,,246,,,246,44,44,5,5,Rodney Stark,Rodney Stark,30949,False
30965,Grand Theft Auto: San Andreas Official Strategy Guide,Rick Barba,4.04,0744004292,9780744004298,eng,272,73,5,2004-10-25,BradyGames,2004,,,272,,,272,73,73,5,5,Rick Barba,Rick Barba,30965,False
30966,Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri / Stephen Sartarelli,4.07,014303748X,9780143037484,eng,272,2598,164,2006-07-25,Penguin Books,2006,,,272,,,272,2598,2598,164,164,Andrea Camilleri/Stephen Sartarelli,Andrea Camilleri/Stephen Sartarelli,30966,False
30968,Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri / Stephen Sartarelli,4.03,014303460X,9780143034605,eng,304,3393,194,2005-02-01,Penguin Books,2005,,,304,,,304,3393,3393,194,194,Andrea Camilleri/Stephen Sartarelli,Andrea Camilleri/Stephen Sartarelli,30968,False
30969,Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri / Stephen Sartarelli,4.03,0142004456,9780142004456,eng,249,3907,254,2004-06-29,Penguin,2004,,,249,,,249,3907,3907,254,254,Andrea Camilleri/Stephen Sartarelli,Andrea Camilleri/Stephen Sartarelli,30969,False
30971,Andreas Gursky,Andreas Gursky / Peter Galassi,4.22,0870700162,9780870700163,eng,196,70,4,2002-07-02,Museum of Modern Art,2002,,,196,,,196,70,70,4,4,Andreas Gursky/Peter Galassi,Andreas Gursky/Peter Galassi,30971,False
30976,Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95,0743471326,9780743471329,en-US,336,749,16,2006-01-01,Pocket Star,2006,,,336,,,336,749,749,16,16,Richard A. Knaak,Richard A. Knaak,30976,False
30977,The Black Road (Diablo #2),Mel Odom,3.67,0743426916,9780743426916,eng,360,1224,18,2002-04-02,Star Trek,2002,,,360,,,360,1224,1224,18,18,Mel Odom,Mel Odom,30977,False
30978,Legacy of Blood (Diablo  #1),Richard A. Knaak,3.77,067104155X,9780671041557,eng,355,2120,68,2001-05-01,Pocket Books,2001,,,355,,,355,2120,2120,68,68,Richard A. Knaak,Richard A. Knaak,30978,False
30981,The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,3.93,0743426924,9780743426923,eng,339,1181,24,2002-08-01,Pocket Books/Star Trek,2002,,,339,,,339,1181,1181,24,24,Richard A. Knaak,Richard A. Knaak,30981,False
30982,Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,3.86,0743471237,9780743471237,eng,327,866,31,2007-03-27,Pocket Star,2007,,,327,,,327,866,866,31,31,Richard A. Knaak,Richard A. Knaak,30982,False
30985,El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil,Stephen Desberg / Enrico Marini,3.84,1594970009,9781594970009,spa,56,20,2,2004-10-01,Public Square Books,2004,,,56,,,56,20,20,2,2,Stephen Desberg/Enrico Marini,Stephen Desberg/Enrico Marini,30985,False
30992,Diablo II Ultimate Strategy Guide,Bart G. Farkas,3.81,0744001056,9780744001051,en-GB,288,31,4,2001-10-31,Vivendi,2001,,,288,,,288,31,31,4,4,Bart G. Farkas,Bart G. Farkas,30992,False
31004,El Diablo Cojuelo,Luis Vélez de Guevara,3.06,8437604826,9788437604824,spa,192,13,2,2007-01-11,Cátedra,2007,,,192,,,192,13,13,2,2,Luis Vélez de Guevara,Luis Vélez de Guevara,31004,False
31016,El diablo de la botella,Robert Louis Stevenson / Diana Castellanos / Eleonora Garcia Larralde,3.74,9580408556,9789580408550,spa,77,34,2,2018-07-15,Grupo Editorial Norma  S.A.,2018,,,77,,,77,34,34,2,2,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,31016,False
31030,Diabolo: Volume 1,Kei Kusunoki / Kaoru Ohashi,3.46,1595322329,9781595322326,en-US,199,207,9,2004-11-01,TokyoPop,2004,,,199,,,199,207,207,9,9,Kei Kusunoki/Kaoru Ohashi,Kei Kusunoki/Kaoru Ohashi,31030,False
31031,Japan (Lonely Planet Guide),Chris Rowthorn / Ray Bartlett / Justin Ellis,4.05,1740599241,9781740599245,eng,812,736,20,2005-10-01,Lonely Planet,2005,,,812,,,812,736,736,20,20,Chris Rowthorn/Ray Bartlett/Justin Ellis,Chris Rowthorn/Ray Bartlett/Justin Ellis,31031,False
31034,Pink Box: Inside Japan's Sex Clubs,Joan Sinclair / James Farrer,4.11,0810992590,9780810992597,eng,192,260,32,2006-10-01,Harry N. Abrams,2006,,,192,,,192,260,260,32,32,Joan Sinclair/James Farrer,Joan Sinclair/James Farrer,31034,False
31040,Japan at War:  An Oral History,Haruko Taya Cook / Theodore F. Cook,4.34,1565840399,9781565840393,eng,493,718,87,1993-10-01,New Press (NY),1993,,,493,,,493,718,718,87,87,Haruko Taya Cook/Theodore F. Cook,Haruko Taya Cook/Theodore F. Cook,31040,False
31049,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,1933633107,9781933633107,eng,154,705,191,2006-10-01,Melville House Publishing,2006,,,154,,,154,705,705,191,191,Kitty Burns Florey,Kitty Burns Florey,31049,False
31050,A Three Dog Life,Abigail Thomas,3.74,0151012113,9780151012114,en-US,182,191,47,2006-09-05,Houghton Mifflin Harcourt,2006,,,182,,,182,191,191,47,47,Abigail Thomas,Abigail Thomas,31050,False
31054,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.33,0345477146,9780345477149,en-US,382,2132,132,2006-08-29,Ballantine Books,2006,,,382,,,382,2132,2132,132,132,Patricia B. McConnell,Patricia B. McConnell,31054,False
31067,Malcolm X Speaks: Selected Speeches and Statements,Malcolm X / George Breitman,4.46,0802132138,9780802132130,en-US,240,5018,69,1994-01-11,Grove Weidenfeld,1994,,,240,,,240,5018,5018,69,69,Malcolm X/George Breitman,Malcolm X/George Breitman,31067,False
31071,Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,4.37,0883448246,9780883448243,en-US,358,1311,38,1992-09-01,Orbis Books,1992,,,358,,,358,1311,1311,38,38,James H. Cone,James H. Cone,31071,False
31072,Under the Volcano,Malcolm Lowry,3.79,0060955228,9780060955229,eng,397,17894,837,2000-04-26,Harper Perennial,2000,,,397,,,397,17894,17894,837,837,Malcolm Lowry,Malcolm Lowry,31072,False
31076,The New Knighthood: A History of the Order of the Temple,Malcolm Barber,3.84,0521558727,9780521558723,eng,441,126,7,1995-09-29,Cambridge University Press,1995,,,441,,,441,126,126,7,7,Malcolm Barber,Malcolm Barber,31076,False
31080,Malcolm X: A Graphic Biography,Andrew Helfer / Randy DuBurke,3.66,0809095041,9780809095049,eng,112,601,106,2006-11-14,Hill and Wang,2006,,,112,,,112,601,601,106,106,Andrew Helfer/Randy DuBurke,Andrew Helfer/Randy DuBurke,31080,False
31082,Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,3.48,0140196099,9780140196092,eng,224,263,26,2000-01-01,Penguin Books,2000,,,224,,,224,263,263,26,26,Malcolm Godwin,Malcolm Godwin,31082,False
31083,Bosnia: A Short History,Noel Malcolm,4.07,0330412442,9780330412445,eng,384,38,1,2002-08-01,Pan MacMillan,2002,,,384,,,384,38,38,1,1,Noel Malcolm,Noel Malcolm,31083,False
31084,The Other Boleyn Girl,Philippa Gregory,4.06,0743269837,9780743269834,eng,664,3111,375,2004-11-09,Atria Books,2004,,,664,,,664,3111,3111,375,375,Philippa Gregory,Philippa Gregory,31084,False
31087,The Last Boleyn,Karen Harper,4.05,0307237907,9780307237903,eng,592,9097,205,2006-02-28,Broadway Books,2006,,,592,,,592,9097,9097,205,205,Karen Harper,Karen Harper,31087,False
31088,The Rise and Fall of Anne Boleyn,Retha M. Warnicke,3.96,0521406773,9780521406772,eng,338,1336,39,1991-07-26,Cambridge University Press,1991,,,338,,,338,1336,1336,39,39,Retha M. Warnicke,Retha M. Warnicke,31088,False
31089,The Secret Diary of Anne Boleyn,Robin Maxwell,3.8,0684849690,9780684849690,eng,281,5221,299,1998-05-28,Atria Books,1998,,,281,,,281,5221,5221,299,299,Robin Maxwell,Robin Maxwell,31089,False
31092,The Other Boleyn Girl,Philippa Gregory,4.06,0739427113,9780739427118,eng,664,1165,105,2001-04-21,Scribner,2001,,,664,,,664,1165,1165,105,105,Philippa Gregory,Philippa Gregory,31092,False
31093,Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,3.78,0553299611,9780553299618,eng,480,5317,291,1992-11-01,Bantam,1992,,,480,,,480,5317,5317,291,291,Robert M. Pirsig,Robert M. Pirsig,31093,False
31095,Lila's Child: An Inquiry into Quality,Robert M. Pirsig / Dan Glover,3.58,1403356203,9781403356208,en-GB,600,54,5,2003-01-14,1st Book Library,2003,,,600,,,600,54,54,5,5,Robert M. Pirsig/Dan Glover,Robert M. Pirsig/Dan Glover,31095,False
31098,Swapping Lives,Jane Green,3.58,0670034800,9780670034802,eng,410,24513,916,2006-06-13,Viking Adult,2006,,,410,,,410,24513,24513,916,916,Jane Green,Jane Green,31098,False
31099,Babyville,Jane Green,3.62,0767912241,9780767912242,en-US,464,30815,544,2004-03-23,Broadway Books,2004,,,464,,,464,30815,30815,544,544,Jane Green,Jane Green,31099,False
31100,To Have and to Hold,Jane Green,3.63,0767912276,9780767912273,eng,352,22864,445,2005-03-01,Broadway Books,2005,,,352,,,352,22864,22864,445,445,Jane Green,Jane Green,31100,False
31101,Mr. Maybe,Jane Green,3.45,0767905202,9780767905206,eng,368,87217,832,2002-06-11,Broadway Books,2002,,,368,,,368,87217,87217,832,832,Jane Green,Jane Green,31101,False
31102,Straight Talking,Jane Green,3.64,0141011513,9780141011516,en-GB,304,234,12,2002-09-05,Penguin,2002,,,304,,,304,234,234,12,12,Jane Green,Jane Green,31102,False
31103,Spellbound,Jane Green,3.63,0140295941,9780140295948,en-US,439,271,30,2003-12-04,Penguin Books Ltd,2003,,,439,,,439,271,271,30,30,Jane Green,Jane Green,31103,False
31104,Babyville,Jane Green,3.62,0767912233,9780767912235,en-US,438,153,8,2003-05-27,Broadway Books,2003,,,438,,,438,153,153,8,8,Jane Green,Jane Green,31104,False
31105,This Christmas,Jane Green / Jennifer Coburn / Liz Ireland,3.19,0821778064,9780821778067,eng,480,1153,92,2009-10-01,Zebra,2009,,,480,,,480,1153,1153,92,92,Jane Green/Jennifer Coburn/Liz Ireland,Jane Green/Jennifer Coburn/Liz Ireland,31105,False
31107,Bookends,Jane Green,3.72,0767907809,9780767907804,eng,358,226,31,2002-06-11,Broadway Books,2002,,,358,,,358,226,226,31,31,Jane Green,Jane Green,31107,False
31113,Krik? Krak!: Récits,Edwidge Danticat / Nicole Tisserand,4.12,2857044828,9782857044826,fre,240,79,10,1997-07-04,Pygmalion Editions,1997,,,240,,,240,79,79,10,10,Edwidge Danticat/Nicole Tisserand,Edwidge Danticat/Nicole Tisserand,31113,False
31114,Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang / Edwidge Danticat / Jenesha de Rivera,4.43,158005188X,9781580051880,eng,343,42,5,2006-12-21,Seal Press,2006,,,343,,,343,42,42,5,5,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,31114,False
31115,The Farming of Bones,Edwidge Danticat,4.07,0140280499,9780140280494,eng,312,6757,612,1999-09-01,Penguin Books,1999,,,312,,,312,6757,6757,612,612,Edwidge Danticat,Edwidge Danticat,31115,False
31116,The Dew Breaker,Edwidge Danticat,3.8,1400034299,9781400034291,eng,244,5891,584,2005-03-08,Vintage,2005,,,244,,,244,5891,5891,584,584,Edwidge Danticat,Edwidge Danticat,31116,False
31122,I Capture the Castle,Dodie Smith,4.0,0312181108,9780312181109,eng,343,65013,5954,1998-03-31,Wyatt Book,1998,,,343,,,343,65013,65013,5954,5954,Dodie Smith,Dodie Smith,31122,False
31134,Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway / Matthew J. Bruccoli,4.15,0878052739,9780878052738,eng,204,64,6,1986-12-01,University Press of Mississippi,1986,,,204,,,204,64,64,6,6,Ernest Hemingway/Matthew J. Bruccoli,Ernest Hemingway/Matthew J. Bruccoli,31134,False
31153,The Rapture: Who Will Face the Tribulation,Tim LaHaye,3.5,0736909524,9780736909525,eng,256,4,1,2002-03-01,Harvest House Publishers,2002,,,256,,,256,4,4,1,1,Tim LaHaye,Tim LaHaye,31153,False
31154,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye / Jerry B. Jenkins,4.11,141430577X,9781414305776,en-US,391,3657,107,2006-04-01,Tyndale House Publishers,2006,,,391,,,391,3657,3657,107,107,Tim LaHaye/Jerry B. Jenkins,Tim LaHaye/Jerry B. Jenkins,31154,False
31157,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye / Jerry B. Jenkins,4.2,0842361936,9780842361934,eng,400,14475,194,2005-10-01,Tyndale House Publishers,2005,,,400,,,400,14475,14475,194,194,Tim LaHaye/Jerry B. Jenkins,Tim LaHaye/Jerry B. Jenkins,31157,False
31160,The Earth and Its Peoples: Volume II,Richard W. Bulliet / Daniel R. Headrick / David Northrup / Lyman L. Johnson / Pamela Kyle Crossley / Steven W. Hirsch / Steven Hirsch,4.07,0618471162,9780618471164,eng,34,9,0,2005-05-09,Cengage Learning,2005,,,34,,,34,9,9,0,0,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,31160,False
31166,The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet / Pamela Kyle Crossley / Steven Hirsch,2.0,0618427694,9780618427697,eng,370,1,1,2004-02-09,Cengage Learning,2004,,,370,,,370,1,1,1,1,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,31166,False
31171,The Life of Charlotte Brontë,Elizabeth Gaskell / Angus Easson,3.91,0192838059,9780192838056,eng,587,5549,129,2002-06-20,Oxford University Press,2002,,,587,,,587,5549,5549,129,129,Elizabeth Gaskell/Angus Easson,Elizabeth Gaskell/Angus Easson,31171,False
31172,The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen / Charlotte Brontë / Frances Beer,3.86,0140432671,9780140432671,eng,400,217,7,1986-10-07,Penguin Books,1986,,,400,,,400,217,217,7,7,Jane Austen/Charlotte Brontë/Frances Beer,Jane Austen/Charlotte Brontë/Frances Beer,31172,False
31174,Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Charlotte Brontë / Emily Brontë / Anne Brontë,4.38,1840220600,9781840220605,eng,1488,96,6,1998-01-05,Wordsworth Classics,1998,,,1488,,,1488,96,96,6,6,Charlotte Brontë/Emily Brontë/Anne Brontë,Charlotte Brontë/Emily Brontë/Anne Brontë,31174,False
31177,Morgan's Passing,Anne Tyler,3.78,0449911721,9780449911723,eng,346,4035,108,1996-08-27,Ballantine Books,1996,,,346,,,346,4035,4035,108,108,Anne Tyler,Anne Tyler,31177,False
31178,Back When We Were Grownups,Anne Tyler,3.52,0345477243,9780345477248,eng,336,15040,1239,2004-10-26,Ballantine Books,2004,,,336,,,336,15040,15040,1239,1239,Anne Tyler,Anne Tyler,31178,False
31180,Celestial Navigation,Anne Tyler,3.79,0449911802,9780449911808,eng,288,3403,159,1996-08-27,Ballantine Books,1996,,,288,,,288,3403,3403,159,159,Anne Tyler,Anne Tyler,31180,False
31181,Breathing Lessons,Anne Tyler,3.66,0345485599,9780345485595,eng,350,20474,1140,2006-09-26,Ballantine Books,2006,,,350,,,350,20474,20474,1140,1140,Anne Tyler,Anne Tyler,31181,False
31182,The Tin Can Tree,Anne Tyler,3.6,0449911896,9780449911891,eng,264,2384,91,1996-08-27,Ballantine Books,1996,,,264,,,264,2384,2384,91,91,Anne Tyler,Anne Tyler,31182,False
31185,Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,3.39,0312333757,9780312333751,eng,289,1072,90,2006-05-02,St. Martin's Griffin,2006,,,289,,,289,1072,1072,90,90,Sarah Miller,Sarah Miller,31185,False
31186,Patience & Sarah,Isabel Miller / Emma Donoghue,3.9,1551521911,9781551521916,en-US,225,3833,166,2005-09-01,Arsenal Pulp Press,2005,,,225,,,225,3833,3833,166,166,Isabel Miller/Emma Donoghue,Isabel Miller/Emma Donoghue,31186,False
31196,The Razor's Edge,W. Somerset Maugham,4.19,1400034205,9781400034208,eng,314,29486,2137,2003-09-09,Vintage International,2003,,,314,,,314,29486,29486,2137,2137,W. Somerset Maugham,W. Somerset Maugham,31196,False
31200,Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno / Richard Holmes,3.79,0753821869,9780753821862,eng,400,42,4,2007-03-01,Phoenix,2007,,,400,,,400,42,42,4,4,Hugh Bicheno/Richard   Holmes,Hugh Bicheno/Richard Holmes,31200,False
31204,Tom Jones,Henry Fielding / Doreen Roberts,3.74,1853260215,9781853260216,eng,734,564,48,1992-05-05,Wordsworth Editions,1992,,,734,,,734,564,564,48,48,Henry Fielding/Doreen Roberts,Henry Fielding/Doreen Roberts,31204,False
31208,Clarissa  Or The History of a Young Lady,Samuel Richardson / Sheila Ortiz Taylor,3.37,0451529790,9780451529794,eng,576,56,8,2005-10-04,Signet Classics,2005,,,576,,,576,56,56,8,8,Samuel Richardson/Sheila Ortiz Taylor,Samuel Richardson/Sheila Ortiz Taylor,31208,False
31218,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams / Dirk Maggs / Simon Jones / Geoffrey McGivern / Mark Wing-Davey / Susan Sheridan / Sandra Dickinson / Stephen Moore / William Franklyn / Rula Lenska / Sam Burke,4.37,0563504072,9780563504078,eng,3,61,1,2005-06-20,BBC Audiobooks,2005,,,3,short_reference,,3,61,61,1,1,Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,Douglas Adams/Dirk Maggs/Simon Jones/Geoffrey McGivern/Mark Wing-Davey/Susan Sheridan/Sandra Dickinson/Stephen Moore/William Franklyn/Rula Lenska/Sam Burke,31218,False
31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4.0,0446676489,9780446676489,eng,256,4181,131,2001-11-01,Grand Central Publishing,2001,,,256,,,256,4181,4181,131,131,James Redfield,James Redfield,31219,False
31220,The Celestine Vision: Living the New Spiritual Awareness,James Redfield,4.07,0446675237,9780446675239,eng,288,7032,58,1999-11-01,Grand Central Publishing,1999,,,288,,,288,7032,7032,58,58,James Redfield,James Redfield,31220,False
31222,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne / James Redfield,3.76,0688166253,9780688166250,eng,320,218,27,1999-03-17,William Morrow Paperbacks,1999,,,320,,,320,218,218,27,27,Carol Adrienne/James Redfield,Carol Adrienne/James Redfield,31222,False
